ID_ESCOLA,NO_ENTIDADE,DT_ANO_LETIVO_INICIO,CO_MUNICIPIO,TP_LOCALIZACAO,TP_DEPENDENCIA,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_INEXISTENTE,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_INEXISTENTE,IN_LIXO_RECICLA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_CHUVEIRO,IN_AREA_VERDE,IN_COMPUTADOR,IN_INTERNET,IN_ALIMENTACAO,ID_MUNICIPIO,ID_AREA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,PROFICIENCIA_LP,PROFICIENCIA_LP_SAEB,PROFICIENCIA_MT,PROFICIENCIA_MT_SAEB
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381469,0.800084,294.064308,-0.206028,238.448996
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381470,-1.074451,190.789871,0.652339,286.425126
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381471,0.972547,303.565875,-0.936345,197.629879
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381472,0.102865,255.652169,-0.23486,236.837509
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381473,0.02471,251.346347,0.255595,264.250181
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381474,0.246212,263.549637,0.614058,284.285512
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381475,0.950496,302.351011,0.522325,279.158341
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381476,0.463336,275.511728,-0.252227,235.866827
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381477,0.606021,283.372725,-0.967507,195.888163
26124696,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,02/02/2017,2611606,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2611606,1,2,1,919960,1,12,23381478,-1.022269,193.664753,-1.293084,177.690906
